NACA 23014
  1.000000 -0.000000
  0.998977  0.000197
  0.995910  0.000785
  0.990814  0.001757
  0.983708  0.003104
  0.974622  0.004811
  0.963592  0.006859
  0.950664  0.009227
  0.935891  0.011892
  0.919332  0.014829
  0.901056  0.018009
  0.881137  0.021404
  0.859658  0.024986
  0.836705  0.028723
  0.812373  0.032587
  0.786761  0.036545
  0.759975  0.040568
  0.732124  0.044623
  0.703322  0.048678
  0.673687  0.052701
  0.643341  0.056658
  0.612407  0.060515
  0.581014  0.064235
  0.549288  0.067783
  0.517360  0.071120
  0.485361  0.074210
  0.453422  0.077014
  0.421673  0.079495
  0.390244  0.081617
  0.359264  0.083346
  0.328859  0.084650
  0.299154  0.085502
  0.270271  0.085878
  0.242327  0.085759
  0.215438  0.085134
  0.189607  0.083989
  0.164499  0.082199
  0.140319  0.079565
  0.117351  0.075963
  0.095872  0.071352
  0.076143  0.065773
  0.058391  0.059339
  0.042806  0.052219
  0.029525  0.044620
  0.018634  0.036764
  0.010172  0.028864
  0.004133  0.021111
  0.000476  0.013656
 -0.000871  0.006602
  0.000000  0.000000
  0.002926 -0.005979
  0.007734 -0.011205
  0.014307 -0.015756
  0.022533 -0.019727
  0.032310 -0.023230
  0.043559 -0.026379
  0.056225 -0.029283
  0.070290 -0.032040
  0.085769 -0.034732
  0.102714 -0.037418
  0.121203 -0.040130
  0.141331 -0.042865
  0.163200 -0.045575
  0.186903 -0.048152
  0.212445 -0.050416
  0.239280 -0.052228
  0.267191 -0.053579
  0.296063 -0.054479
  0.325776 -0.054939
  0.356209 -0.054978
  0.387235 -0.054619
  0.418727 -0.053887
  0.450555 -0.052810
  0.482587 -0.051418
  0.514691 -0.049744
  0.546735 -0.047820
  0.578586 -0.045676
  0.610114 -0.043345
  0.641187 -0.040858
  0.671678 -0.038244
  0.701462 -0.035533
  0.730415 -0.032753
  0.758418 -0.029932
  0.785356 -0.027096
  0.811117 -0.024272
  0.835596 -0.021487
  0.858692 -0.018766
  0.880308 -0.016136
  0.900358 -0.013623
  0.918756 -0.011253
  0.935428 -0.009050
  0.950305 -0.007040
  0.963325 -0.005245
  0.974434 -0.003686
  0.983587 -0.002382
  0.990745 -0.001350
  0.995880 -0.000603
  0.998969 -0.000151
  1.000000  0.000000
