NACA 23015
  1.000000 -0.000000
  0.998977  0.000209
  0.995911  0.000834
  0.990816  0.001868
  0.983712  0.003300
  0.974628  0.005114
  0.963602  0.007291
  0.950677  0.009808
  0.935907  0.012640
  0.919353  0.015760
  0.901081  0.019138
  0.881167  0.022745
  0.859692  0.026548
  0.836744  0.030517
  0.812418  0.034618
  0.786811  0.038818
  0.760030  0.043085
  0.732185  0.047386
  0.703388  0.051685
  0.673758  0.055949
  0.643417  0.060141
  0.612489  0.064224
  0.581100  0.068161
  0.549379  0.071912
  0.517456  0.075437
  0.485460  0.078697
  0.453524  0.081651
  0.421778  0.084259
  0.390351  0.086483
  0.359373  0.088286
  0.328969  0.089635
  0.299264  0.090501
  0.270381  0.090858
  0.242436  0.090688
  0.215545  0.089975
  0.189704  0.088708
  0.164545  0.086762
  0.140283  0.083938
  0.117214  0.080110
  0.095628  0.075237
  0.075799  0.069363
  0.057966  0.062602
  0.042327  0.055130
  0.029024  0.047156
  0.018146  0.038907
  0.009731  0.030600
  0.003770  0.022428
  0.000217  0.014544
 -0.001007  0.007051
  0.000000  0.000000
  0.003061 -0.006428
  0.007993 -0.012093
  0.014671 -0.017072
  0.022974 -0.021463
  0.032798 -0.025373
  0.044060 -0.028915
  0.056704 -0.032194
  0.070715 -0.035304
  0.086113 -0.038321
  0.102958 -0.041302
  0.121340 -0.044276
  0.141367 -0.047238
  0.163154 -0.050138
  0.186806 -0.052871
  0.212338 -0.055257
  0.239171 -0.057156
  0.267081 -0.058560
  0.295952 -0.059478
  0.325666 -0.059924
  0.356100 -0.059919
  0.387128 -0.059485
  0.418622 -0.058650
  0.450453 -0.057446
  0.482488 -0.055905
  0.514596 -0.054061
  0.546644 -0.051948
  0.578500 -0.049601
  0.610032 -0.047054
  0.641110 -0.044341
  0.671607 -0.041492
  0.701395 -0.038541
  0.730354 -0.035517
  0.758362 -0.032450
  0.785305 -0.029369
  0.811072 -0.026303
  0.835556 -0.023280
  0.858657 -0.020328
  0.880279 -0.017477
  0.900333 -0.014753
  0.918735 -0.012184
  0.935412 -0.009798
  0.950292 -0.007621
  0.963315 -0.005677
  0.974427 -0.003989
  0.983583 -0.002578
  0.990743 -0.001461
  0.995879 -0.000653
  0.998969 -0.000164
  1.000000  0.000000
